,cell_specimen_id,tld1_name,imaging_depth,pref_ori_sg,pref_sf_sg,g_osi_sg,responsive_sg,depth_range,pref_phase_sg
879,584574761,Emx1-IRES-Cre,175.0,90.0,0.04,0.841873185842,True,100.0,0.25
881,584574269,Emx1-IRES-Cre,175.0,30.0,0.04,0.595382933976,False,100.0,0.5
883,584574324,Emx1-IRES-Cre,175.0,150.0,0.02,0.300784427586,False,100.0,0.0
890,584574749,Emx1-IRES-Cre,175.0,30.0,0.02,0.553529562105,False,100.0,0.5
891,584574420,Emx1-IRES-Cre,175.0,0.0,0.08,0.92812189439,True,100.0,0.25
892,584575159,Emx1-IRES-Cre,175.0,90.0,0.02,0.660813850869,True,100.0,0.25
893,589430603,Emx1-IRES-Cre,175.0,0.0,0.02,0.632072966247,False,100.0,0.5
894,584575014,Emx1-IRES-Cre,175.0,0.0,0.08,0.735648991665,True,100.0,0.75
895,584575033,Emx1-IRES-Cre,175.0,0.0,0.02,0.677900758041,False,100.0,0.75
896,584574044,Emx1-IRES-Cre,175.0,120.0,0.04,0.650280605868,False,100.0,0.5
897,584574283,Emx1-IRES-Cre,175.0,120.0,0.16,0.623622291184,False,100.0,0.0
898,584574061,Emx1-IRES-Cre,175.0,0.0,0.02,0.852380133921,True,100.0,0.25
902,584574289,Emx1-IRES-Cre,175.0,0.0,0.02,0.649816567278,False,100.0,0.0
905,584575131,Emx1-IRES-Cre,175.0,90.0,0.02,0.324428327677,False,100.0,0.5
906,584575211,Emx1-IRES-Cre,175.0,150.0,0.08,0.672098336422,False,100.0,0.75
907,584574088,Emx1-IRES-Cre,175.0,0.0,0.08,0.668204120028,True,100.0,0.0
908,584575138,Emx1-IRES-Cre,175.0,30.0,0.08,0.754558326901,False,100.0,0.5
909,584574944,Emx1-IRES-Cre,175.0,0.0,0.02,0.583713344781,False,100.0,0.75
912,584575103,Emx1-IRES-Cre,175.0,0.0,0.08,0.724790914506,True,100.0,0.25
913,584574792,Emx1-IRES-Cre,175.0,30.0,0.02,0.84846612522,True,100.0,0.0
914,584574330,Emx1-IRES-Cre,175.0,0.0,0.08,0.655344037027,False,100.0,0.75
915,584574529,Emx1-IRES-Cre,175.0,0.0,0.02,0.858724665497,False,100.0,0.5
916,584574535,Emx1-IRES-Cre,175.0,60.0,0.32,0.603538869254,False,100.0,0.75
917,584574544,Emx1-IRES-Cre,175.0,60.0,0.32,0.687148726567,False,100.0,0.0
918,584574719,Emx1-IRES-Cre,175.0,30.0,0.32,0.277993428796,False,100.0,0.25
921,584574475,Emx1-IRES-Cre,175.0,30.0,0.16,0.754226548634,False,100.0,0.25
923,584575168,Emx1-IRES-Cre,175.0,30.0,0.04,0.457605902624,False,100.0,0.25
924,584574428,Emx1-IRES-Cre,175.0,60.0,0.32,0.155365114641,False,100.0,0.5
928,584574809,Emx1-IRES-Cre,175.0,150.0,0.08,0.552635605378,False,100.0,0.5
929,584574614,Emx1-IRES-Cre,175.0,120.0,0.02,0.147128768808,False,100.0,0.75
930,584574993,Emx1-IRES-Cre,175.0,0.0,0.08,0.232664846728,False,100.0,0.25
931,584575152,Emx1-IRES-Cre,175.0,90.0,0.02,0.911350659126,True,100.0,0.25
932,584575145,Emx1-IRES-Cre,175.0,0.0,0.02,0.774328496841,False,100.0,0.5
935,584574068,Emx1-IRES-Cre,175.0,30.0,0.04,0.660442879984,True,100.0,0.0
936,584574821,Emx1-IRES-Cre,175.0,0.0,0.32,0.726480240636,False,100.0,0.25
937,584573953,Emx1-IRES-Cre,175.0,0.0,0.04,0.867527053379,True,100.0,0.75
938,584573946,Emx1-IRES-Cre,175.0,30.0,0.02,0.734300913632,True,100.0,0.75
939,584574368,Emx1-IRES-Cre,175.0,30.0,0.04,0.919812518144,False,100.0,0.5
940,584573996,Emx1-IRES-Cre,175.0,30.0,0.08,0.781185030597,False,100.0,0.25
941,584574362,Emx1-IRES-Cre,175.0,60.0,0.04,0.759450569422,False,100.0,0.75
942,584574009,Emx1-IRES-Cre,175.0,0.0,0.08,0.846240504054,False,100.0,0.25
943,584575040,Emx1-IRES-Cre,175.0,150.0,0.04,0.666313058169,False,100.0,0.5
945,584574053,Emx1-IRES-Cre,175.0,90.0,0.02,0.507440913159,False,100.0,0.25
946,584574097,Emx1-IRES-Cre,175.0,60.0,0.16,0.760150506651,False,100.0,0.75
947,584574108,Emx1-IRES-Cre,175.0,30.0,0.04,0.735548526564,False,100.0,0.25
948,584575047,Emx1-IRES-Cre,175.0,90.0,0.08,0.783920316127,False,100.0,0.75
949,584574078,Emx1-IRES-Cre,175.0,30.0,0.16,0.124840635166,False,100.0,0.0
954,584574860,Emx1-IRES-Cre,175.0,120.0,0.04,0.288652908804,False,100.0,0.0
955,584573797,Emx1-IRES-Cre,175.0,90.0,0.32,0.120018919136,False,100.0,0.0
956,584574036,Emx1-IRES-Cre,175.0,150.0,0.32,0.214187286896,False,100.0,0.75
960,584574028,Emx1-IRES-Cre,175.0,120.0,0.02,0.453301119904,False,100.0,0.25
963,584574755,Emx1-IRES-Cre,175.0,120.0,0.08,0.728353219095,True,100.0,0.0
965,584574356,Emx1-IRES-Cre,175.0,60.0,0.02,0.605661568676,False,100.0,0.0
968,584573821,Emx1-IRES-Cre,175.0,60.0,0.04,0.366432038338,False,100.0,0.5
969,584573814,Emx1-IRES-Cre,175.0,120.0,0.32,0.468540750141,False,100.0,0.75
970,584573757,Emx1-IRES-Cre,175.0,60.0,0.04,0.668383075086,False,100.0,0.75
972,584573772,Emx1-IRES-Cre,175.0,90.0,0.02,0.76364842433,True,100.0,0.5
973,584574350,Emx1-IRES-Cre,175.0,0.0,0.02,0.482744438638,False,100.0,0.0
976,584573854,Emx1-IRES-Cre,175.0,0.0,0.32,0.129098362726,False,100.0,0.25
977,584573863,Emx1-IRES-Cre,175.0,60.0,0.02,0.499718846893,False,100.0,0.5
978,584573780,Emx1-IRES-Cre,175.0,90.0,0.02,0.555857634845,False,100.0,0.5
979,584574461,Emx1-IRES-Cre,175.0,150.0,0.32,0.846019474468,False,100.0,0.25
980,584574468,Emx1-IRES-Cre,175.0,150.0,0.02,0.234186374355,False,100.0,0.25
982,584573788,Emx1-IRES-Cre,175.0,0.0,0.16,0.710345313396,False,100.0,0.0
984,584574712,Emx1-IRES-Cre,175.0,90.0,0.16,0.738744842274,True,100.0,0.25
987,584573889,Emx1-IRES-Cre,175.0,0.0,0.04,0.709443617357,True,100.0,0.0
988,584574311,Emx1-IRES-Cre,175.0,90.0,0.02,0.606997679717,True,100.0,0.0
999,589215670,Emx1-IRES-Cre,265.0,150.0,0.16,0.891634794092,False,200.0,0.0
1001,589215410,Emx1-IRES-Cre,265.0,120.0,0.02,0.272819036583,False,200.0,0.5
1002,589222019,Emx1-IRES-Cre,265.0,60.0,0.04,0.463880809819,False,200.0,0.0
1003,589219466,Emx1-IRES-Cre,265.0,30.0,0.32,0.73031393844,False,200.0,0.25
1004,589215463,Emx1-IRES-Cre,265.0,0.0,0.02,0.278479328906,False,200.0,0.5
1005,589215690,Emx1-IRES-Cre,265.0,60.0,0.32,0.209759225742,False,200.0,0.5
1006,589222040,Emx1-IRES-Cre,265.0,0.0,0.02,0.471666641264,False,200.0,0.75
1007,589215747,Emx1-IRES-Cre,265.0,30.0,0.02,0.44901845374,False,200.0,0.75
1009,589222477,Emx1-IRES-Cre,265.0,0.0,0.32,0.477278765784,False,200.0,0.0
1013,589218900,Emx1-IRES-Cre,265.0,0.0,0.04,0.583331973792,False,200.0,0.0
1016,589221550,Emx1-IRES-Cre,265.0,0.0,0.08,0.903147750031,False,200.0,0.5
1017,589219929,Emx1-IRES-Cre,265.0,90.0,0.04,0.495646752018,False,200.0,0.0
1019,589221155,Emx1-IRES-Cre,265.0,150.0,0.02,0.683917152603,False,200.0,0.75
1023,589221768,Emx1-IRES-Cre,265.0,30.0,0.02,0.385955996415,False,200.0,0.75
1028,589205809,Emx1-IRES-Cre,265.0,0.0,0.02,0.872391175174,True,200.0,0.75
1031,589210252,Emx1-IRES-Cre,265.0,30.0,0.02,0.624301247249,True,200.0,0.75
1032,589205376,Emx1-IRES-Cre,265.0,90.0,0.08,0.69133816257,False,200.0,0.75
1033,589223098,Emx1-IRES-Cre,265.0,0.0,0.16,0.765785444182,False,200.0,0.75
1035,589221830,Emx1-IRES-Cre,265.0,0.0,0.02,0.476612488122,False,200.0,0.0
1036,589221856,Emx1-IRES-Cre,265.0,0.0,0.04,0.863504376203,False,200.0,0.25
1037,589203019,Emx1-IRES-Cre,265.0,60.0,0.32,0.185946640515,False,200.0,0.25
1039,589204403,Emx1-IRES-Cre,265.0,120.0,0.02,0.497666325044,False,200.0,0.0
1040,589221735,Emx1-IRES-Cre,265.0,60.0,0.02,0.271148629902,True,200.0,0.0
1041,589221802,Emx1-IRES-Cre,265.0,0.0,0.04,0.202129095485,False,200.0,0.75
1042,589208588,Emx1-IRES-Cre,265.0,30.0,0.02,0.300463200657,False,200.0,0.25
1043,589209923,Emx1-IRES-Cre,265.0,150.0,0.02,0.356032579326,False,200.0,0.5
1044,589210174,Emx1-IRES-Cre,265.0,60.0,0.02,0.654988388219,False,200.0,0.25
1045,589210215,Emx1-IRES-Cre,265.0,120.0,0.04,0.920392353353,True,200.0,0.75
1046,589210140,Emx1-IRES-Cre,265.0,0.0,0.02,0.763848108574,True,200.0,0.5
1049,589210098,Emx1-IRES-Cre,265.0,90.0,0.08,0.257803109932,True,200.0,0.0
1050,589214870,Emx1-IRES-Cre,265.0,120.0,0.16,0.419468449664,False,200.0,0.0
1051,589223580,Emx1-IRES-Cre,265.0,60.0,0.02,0.595797557047,False,200.0,0.0
1053,589223540,Emx1-IRES-Cre,265.0,90.0,0.02,0.644734432343,False,200.0,0.5
1054,589223122,Emx1-IRES-Cre,265.0,60.0,0.02,0.437377921859,False,200.0,0.25
1055,589223718,Emx1-IRES-Cre,265.0,0.0,0.02,0.756890479222,False,200.0,0.75
1056,589218872,Emx1-IRES-Cre,265.0,150.0,0.02,0.789944279177,True,200.0,0.5
1058,589210060,Emx1-IRES-Cre,265.0,90.0,0.02,0.181056525183,False,200.0,0.75
1060,589210030,Emx1-IRES-Cre,265.0,60.0,0.04,0.686372650438,False,200.0,0.75
1061,589210516,Emx1-IRES-Cre,265.0,60.0,0.02,0.224847836332,False,200.0,0.0
1062,589223060,Emx1-IRES-Cre,265.0,90.0,0.02,0.542310326979,True,200.0,0.75
1063,589205411,Emx1-IRES-Cre,265.0,0.0,0.04,0.93828861079,False,200.0,0.25
1064,589223039,Emx1-IRES-Cre,265.0,0.0,0.02,0.719757955329,True,200.0,0.75
1065,589219056,Emx1-IRES-Cre,265.0,0.0,0.32,0.710949953141,False,200.0,0.5
1066,589211623,Emx1-IRES-Cre,265.0,0.0,0.16,0.769924871011,False,200.0,0.0
1068,589211510,Emx1-IRES-Cre,265.0,0.0,0.02,0.762958675015,False,200.0,0.25
1070,589211697,Emx1-IRES-Cre,265.0,30.0,0.02,0.7337034507,False,200.0,0.5
1071,589213713,Emx1-IRES-Cre,265.0,0.0,0.32,0.471608296709,True,200.0,0.5
1072,589208450,Emx1-IRES-Cre,265.0,0.0,0.08,0.547263899657,False,200.0,0.25
1073,589219855,Emx1-IRES-Cre,265.0,0.0,0.02,0.648255918256,False,200.0,0.0
1074,589214560,Emx1-IRES-Cre,265.0,120.0,0.32,0.270686361445,False,200.0,0.75
1078,589211444,Emx1-IRES-Cre,265.0,90.0,0.04,0.790962296577,False,200.0,0.25
1079,589219445,Emx1-IRES-Cre,265.0,90.0,0.08,0.727320388487,True,200.0,0.5
1080,589202971,Emx1-IRES-Cre,265.0,150.0,0.16,0.294464096385,False,200.0,0.5
1081,589203193,Emx1-IRES-Cre,265.0,60.0,0.04,0.928774278973,True,200.0,0.5
1082,589204450,Emx1-IRES-Cre,265.0,150.0,0.02,0.716245753374,False,200.0,0.5
1083,589213065,Emx1-IRES-Cre,265.0,60.0,0.04,0.85256991424,True,200.0,0.0
1084,589219012,Emx1-IRES-Cre,265.0,0.0,0.04,0.542109670786,False,200.0,0.75
1085,589220673,Emx1-IRES-Cre,265.0,60.0,0.02,0.0864738675472,False,200.0,0.0
1086,589212986,Emx1-IRES-Cre,265.0,120.0,0.02,0.341202920524,False,200.0,0.0
1087,589212929,Emx1-IRES-Cre,265.0,60.0,0.02,0.756603130686,False,200.0,0.25
1088,589216113,Emx1-IRES-Cre,265.0,0.0,0.32,0.540681651608,False,200.0,0.75
1089,589211548,Emx1-IRES-Cre,265.0,120.0,0.04,0.806810658093,False,200.0,0.75
1090,589218535,Emx1-IRES-Cre,265.0,90.0,0.16,0.756605809824,False,200.0,0.0
1094,589219039,Emx1-IRES-Cre,265.0,0.0,0.02,0.502019418505,False,200.0,0.0
1095,589216202,Emx1-IRES-Cre,265.0,60.0,0.04,0.675000218846,False,200.0,0.25
1098,589218498,Emx1-IRES-Cre,265.0,60.0,0.08,0.764959521108,False,200.0,0.5
1099,589218039,Emx1-IRES-Cre,265.0,60.0,0.08,0.488530016873,False,200.0,0.0
1101,589204353,Emx1-IRES-Cre,265.0,90.0,0.08,0.743622783976,True,200.0,0.5
1102,589207295,Emx1-IRES-Cre,265.0,30.0,0.04,0.477289438426,True,200.0,0.25
1103,589206678,Emx1-IRES-Cre,265.0,90.0,0.08,0.621188832439,True,200.0,0.0
1104,589206582,Emx1-IRES-Cre,265.0,150.0,0.32,0.538769661558,False,200.0,0.0
1105,589204547,Emx1-IRES-Cre,265.0,60.0,0.02,0.882228860331,True,200.0,0.75
1106,589204588,Emx1-IRES-Cre,265.0,150.0,0.02,0.787947920017,False,200.0,0.75
1107,589204744,Emx1-IRES-Cre,265.0,120.0,0.02,0.592924799778,False,200.0,0.25
1108,589205036,Emx1-IRES-Cre,265.0,150.0,0.02,0.504605361012,True,200.0,0.75
1111,589205847,Emx1-IRES-Cre,265.0,60.0,0.04,0.652579067093,False,200.0,0.5
1113,589212788,Emx1-IRES-Cre,265.0,60.0,0.02,0.69811496951,False,200.0,0.0
1114,589205173,Emx1-IRES-Cre,265.0,0.0,0.02,0.536921881195,True,200.0,0.75
1115,589223951,Emx1-IRES-Cre,265.0,0.0,0.32,0.741171280855,False,200.0,0.5
1116,589223079,Emx1-IRES-Cre,265.0,0.0,0.02,0.530333376038,True,200.0,0.5
1118,589219993,Emx1-IRES-Cre,265.0,120.0,0.02,0.567181393259,True,200.0,0.25
1120,589220203,Emx1-IRES-Cre,265.0,120.0,0.08,0.935907433078,False,200.0,0.75
1122,589224046,Emx1-IRES-Cre,265.0,60.0,0.04,0.555215477698,False,200.0,0.75
1123,589209975,Emx1-IRES-Cre,265.0,0.0,0.02,0.658292345534,True,200.0,0.5
1124,589212857,Emx1-IRES-Cre,265.0,90.0,0.32,0.276644014101,False,200.0,0.25
1126,589215797,Emx1-IRES-Cre,265.0,60.0,0.04,0.78311423404,False,200.0,0.5
1127,589219958,Emx1-IRES-Cre,265.0,60.0,0.04,0.752271945413,True,200.0,0.25
1128,589216092,Emx1-IRES-Cre,265.0,60.0,0.32,0.572594426842,False,200.0,0.0
1129,589212888,Emx1-IRES-Cre,265.0,30.0,0.04,0.621988164898,False,200.0,0.0
1130,589215886,Emx1-IRES-Cre,265.0,30.0,0.04,0.56196461706,False,200.0,0.0
1132,589216976,Emx1-IRES-Cre,265.0,150.0,0.02,0.744586533913,False,200.0,0.75
1133,589217025,Emx1-IRES-Cre,265.0,0.0,0.04,0.128482845229,False,200.0,0.5
1134,589217128,Emx1-IRES-Cre,265.0,120.0,0.02,0.573606820612,False,200.0,0.75
1135,589217191,Emx1-IRES-Cre,265.0,60.0,0.02,0.3212126387,False,200.0,0.5
1136,589217163,Emx1-IRES-Cre,265.0,0.0,0.02,0.911110843469,True,200.0,0.25
1138,589217090,Emx1-IRES-Cre,265.0,0.0,0.08,0.559714568584,False,200.0,0.5
1139,589217220,Emx1-IRES-Cre,265.0,60.0,0.02,0.445911990589,True,200.0,0.75
1141,589216253,Emx1-IRES-Cre,265.0,0.0,0.02,0.703146989004,False,200.0,0.75
1142,589220987,Emx1-IRES-Cre,265.0,30.0,0.08,0.638090178519,True,200.0,0.75
1143,589214673,Emx1-IRES-Cre,265.0,120.0,0.04,0.740656153602,False,200.0,0.0
1146,589220323,Emx1-IRES-Cre,265.0,150.0,0.04,0.728680473462,False,200.0,0.0
1147,589216839,Emx1-IRES-Cre,265.0,30.0,0.16,0.562048191804,False,200.0,0.25
1148,589206532,Emx1-IRES-Cre,265.0,90.0,0.08,0.961442920839,True,200.0,0.5
1150,589211410,Emx1-IRES-Cre,265.0,60.0,0.02,0.135607289854,False,200.0,0.25
1153,589214489,Emx1-IRES-Cre,265.0,120.0,0.32,0.591947013426,False,200.0,0.25
1154,589217852,Emx1-IRES-Cre,265.0,150.0,0.04,0.949477538093,True,200.0,0.5
1155,589221113,Emx1-IRES-Cre,265.0,120.0,0.02,0.630509880187,True,200.0,0.25
1156,589218563,Emx1-IRES-Cre,265.0,0.0,0.16,0.421048160573,True,200.0,0.25
1157,589214514,Emx1-IRES-Cre,265.0,30.0,0.04,0.817254814388,True,200.0,0.25
1158,589218824,Emx1-IRES-Cre,265.0,60.0,0.02,0.811887739315,True,200.0,0.75
1159,589218933,Emx1-IRES-Cre,265.0,90.0,0.32,0.273149896794,False,200.0,0.25
1160,589218964,Emx1-IRES-Cre,265.0,0.0,0.02,0.405014336262,False,200.0,0.0
1161,589217598,Emx1-IRES-Cre,265.0,90.0,0.02,0.35871889778,False,200.0,0.5
1162,589221881,Emx1-IRES-Cre,265.0,90.0,0.02,0.569546173887,True,200.0,0.0
1163,589222543,Emx1-IRES-Cre,265.0,30.0,0.02,0.400149189134,False,200.0,0.25
1166,589222581,Emx1-IRES-Cre,265.0,150.0,0.02,0.675075360256,True,200.0,0.25
1167,589211582,Emx1-IRES-Cre,265.0,120.0,0.02,0.802346096599,True,200.0,0.5
1168,589212516,Emx1-IRES-Cre,265.0,60.0,0.02,0.451251320356,False,200.0,0.5
1169,589221094,Emx1-IRES-Cre,265.0,0.0,0.16,0.780041851324,False,200.0,0.0
1170,589217624,Emx1-IRES-Cre,265.0,150.0,0.04,0.692472868724,False,200.0,0.0
1171,589221191,Emx1-IRES-Cre,265.0,120.0,0.04,0.691490018433,False,200.0,0.75
1172,589221518,Emx1-IRES-Cre,265.0,90.0,0.08,0.863077010917,False,200.0,0.25
1173,589221211,Emx1-IRES-Cre,265.0,0.0,0.16,0.5126380909,False,200.0,0.75
1174,589221453,Emx1-IRES-Cre,265.0,30.0,0.02,0.701504204585,True,200.0,0.5
1176,589207225,Emx1-IRES-Cre,265.0,150.0,0.02,0.795766628493,False,200.0,0.25
1178,589207190,Emx1-IRES-Cre,265.0,60.0,0.08,0.78736898349,True,200.0,0.0
1179,589213838,Emx1-IRES-Cre,265.0,30.0,0.04,0.703294293429,True,200.0,0.5
1180,589207150,Emx1-IRES-Cre,265.0,0.0,0.32,0.111564801268,False,200.0,0.25
1183,589207933,Emx1-IRES-Cre,265.0,90.0,0.32,0.713434968108,False,200.0,0.5
1185,589220360,Emx1-IRES-Cre,265.0,150.0,0.02,0.547184142941,True,200.0,0.25
1186,589217570,Emx1-IRES-Cre,265.0,0.0,0.04,0.498889880128,False,200.0,0.25
1187,589216274,Emx1-IRES-Cre,265.0,0.0,0.04,0.866035985551,False,200.0,0.0
1188,589224089,Emx1-IRES-Cre,265.0,0.0,0.02,0.743893918629,False,200.0,0.75
1189,589220302,Emx1-IRES-Cre,265.0,0.0,0.16,0.358417263452,False,200.0,0.0
1190,589223512,Emx1-IRES-Cre,265.0,120.0,0.02,0.681901655919,False,200.0,0.0
1192,589223692,Emx1-IRES-Cre,265.0,90.0,0.04,0.964068362132,False,200.0,0.25
1194,589223743,Emx1-IRES-Cre,265.0,120.0,0.02,0.730639165857,True,200.0,0.25
1196,589223636,Emx1-IRES-Cre,265.0,0.0,0.02,0.749942673704,False,200.0,0.0
1197,589223668,Emx1-IRES-Cre,265.0,120.0,0.04,0.654378306057,False,200.0,0.5
1198,589202706,Emx1-IRES-Cre,265.0,90.0,0.32,0.795644277656,False,200.0,0.0
1202,589223145,Emx1-IRES-Cre,265.0,90.0,0.32,0.679494024346,False,200.0,0.25
1203,589223198,Emx1-IRES-Cre,265.0,0.0,0.02,0.620275010953,False,200.0,0.75
1204,589205133,Emx1-IRES-Cre,265.0,30.0,0.02,0.375997149107,False,200.0,0.25
1205,589220023,Emx1-IRES-Cre,265.0,60.0,0.04,0.746342756377,False,200.0,0.75
1206,589223474,Emx1-IRES-Cre,265.0,90.0,0.04,0.388466121543,True,200.0,0.0
1207,589217275,Emx1-IRES-Cre,265.0,120.0,0.02,0.491976629672,True,200.0,0.75
1209,589221701,Emx1-IRES-Cre,265.0,120.0,0.08,0.943745203099,False,200.0,0.75
1211,589215649,Emx1-IRES-Cre,265.0,0.0,0.32,0.368813505343,False,200.0,0.75
1212,589216937,Emx1-IRES-Cre,265.0,120.0,0.32,0.604344407656,False,200.0,0.0
1214,589221023,Emx1-IRES-Cre,265.0,0.0,0.02,0.112332148356,False,200.0,0.0
1215,589222059,Emx1-IRES-Cre,265.0,120.0,0.02,0.750932180373,True,200.0,0.0
1217,589208128,Emx1-IRES-Cre,265.0,30.0,0.04,0.470990657912,False,200.0,0.5
1218,589214783,Emx1-IRES-Cre,265.0,150.0,0.04,0.829734806465,True,200.0,0.75
1220,589214713,Emx1-IRES-Cre,265.0,120.0,0.08,0.401038421683,False,200.0,0.0
1222,589214809,Emx1-IRES-Cre,265.0,150.0,0.08,0.847694967473,True,200.0,0.5
1223,589214757,Emx1-IRES-Cre,265.0,60.0,0.02,0.483746275578,False,200.0,0.25
1224,589211777,Emx1-IRES-Cre,265.0,0.0,0.16,0.335987504968,False,200.0,0.25
1226,589218005,Emx1-IRES-Cre,265.0,60.0,0.08,0.899595948787,False,200.0,0.25
1228,589217972,Emx1-IRES-Cre,265.0,0.0,0.02,0.659378663258,True,200.0,0.0
1229,589217884,Emx1-IRES-Cre,265.0,90.0,0.04,0.841733957552,False,200.0,0.5
1230,589213807,Emx1-IRES-Cre,265.0,0.0,0.02,0.695279481657,True,200.0,0.0
1231,589207257,Emx1-IRES-Cre,265.0,120.0,0.04,0.740792888704,False,200.0,0.0
1232,589206729,Emx1-IRES-Cre,265.0,30.0,0.04,0.516399726159,False,200.0,0.25
1234,589214409,Emx1-IRES-Cre,265.0,60.0,0.32,0.347112403372,False,200.0,0.5
1235,589214359,Emx1-IRES-Cre,265.0,0.0,0.08,0.80094362265,True,200.0,0.25
1237,589203254,Emx1-IRES-Cre,265.0,60.0,0.04,0.932777562716,True,200.0,0.25
1238,589203680,Emx1-IRES-Cre,265.0,60.0,0.32,0.0502740380413,False,200.0,0.75
1239,589209275,Emx1-IRES-Cre,265.0,150.0,0.02,0.052630215193,False,200.0,0.25
1240,589211105,Emx1-IRES-Cre,265.0,60.0,0.08,0.682007767929,False,200.0,0.25
1241,589213685,Emx1-IRES-Cre,265.0,90.0,0.08,0.460416716154,False,200.0,0.5
1242,589211063,Emx1-IRES-Cre,265.0,120.0,0.02,0.710516692252,True,200.0,0.25
1243,589213772,Emx1-IRES-Cre,265.0,30.0,0.04,0.894351868789,False,200.0,0.5
1244,589220700,Emx1-IRES-Cre,265.0,90.0,0.02,0.17823294015,False,200.0,0.25
1245,589212599,Emx1-IRES-Cre,265.0,90.0,0.04,0.555910422071,False,200.0,0.0
1246,589220279,Emx1-IRES-Cre,265.0,0.0,0.02,0.24498831009,False,200.0,0.5
1247,589212768,Emx1-IRES-Cre,265.0,150.0,0.02,0.432013920487,True,200.0,0.0
1248,589211674,Emx1-IRES-Cre,265.0,0.0,0.02,0.827379824753,True,200.0,0.25
1249,662231646,Tlx3-Cre_PL56,375.0,120.0,0.32,0.546367649642,False,300.0,0.0
1250,662231627,Tlx3-Cre_PL56,375.0,60.0,0.08,0.854867066246,True,300.0,0.0
1251,662233677,Tlx3-Cre_PL56,375.0,60.0,0.02,0.617516091873,True,300.0,0.0
1252,662231666,Tlx3-Cre_PL56,375.0,0.0,0.08,0.892758613741,False,300.0,0.5
1253,662233665,Tlx3-Cre_PL56,375.0,60.0,0.04,0.932463721058,True,300.0,0.0
1254,662234613,Tlx3-Cre_PL56,375.0,150.0,0.02,0.803919503989,False,300.0,0.75
1255,662234634,Tlx3-Cre_PL56,375.0,150.0,0.32,0.661573400374,False,300.0,0.75
1257,662234620,Tlx3-Cre_PL56,375.0,0.0,0.08,0.836094252957,True,300.0,0.0
1258,662234641,Tlx3-Cre_PL56,375.0,120.0,0.04,0.530066794945,False,300.0,0.25
1259,662234662,Tlx3-Cre_PL56,375.0,0.0,0.02,0.77773143518,False,300.0,0.0
1260,662234648,Tlx3-Cre_PL56,375.0,0.0,0.16,0.68234683812,False,300.0,0.25
1261,662234925,Tlx3-Cre_PL56,375.0,30.0,0.32,0.484185853482,False,300.0,0.25
1262,662234932,Tlx3-Cre_PL56,375.0,30.0,0.04,0.742518089663,True,300.0,0.75
1263,662234813,Tlx3-Cre_PL56,375.0,30.0,0.04,0.547332644802,True,300.0,0.5
1264,662231610,Tlx3-Cre_PL56,375.0,150.0,0.02,0.830728623399,True,300.0,0.75
1265,662231732,Tlx3-Cre_PL56,375.0,60.0,0.02,0.848161573955,False,300.0,0.75
1266,662231712,Tlx3-Cre_PL56,375.0,30.0,0.04,0.906068891287,True,300.0,0.75
1267,662234807,Tlx3-Cre_PL56,375.0,30.0,0.08,0.763626401056,True,300.0,0.0
1268,662231698,Tlx3-Cre_PL56,375.0,60.0,0.04,0.57518315445,False,300.0,0.5
1269,662231683,Tlx3-Cre_PL56,375.0,150.0,0.04,0.887852485936,False,300.0,0.25
1270,662231764,Tlx3-Cre_PL56,375.0,60.0,0.08,0.329988435876,False,300.0,0.5
1271,662234849,Tlx3-Cre_PL56,375.0,150.0,0.02,0.873216425879,True,300.0,0.75
1273,662230877,Tlx3-Cre_PL56,375.0,0.0,0.32,0.632337425797,False,300.0,0.25
1274,662234697,Tlx3-Cre_PL56,375.0,30.0,0.04,0.799577029438,False,300.0,0.5
1277,662234606,Tlx3-Cre_PL56,375.0,30.0,0.02,0.500815418897,False,300.0,0.0
1278,662234599,Tlx3-Cre_PL56,375.0,120.0,0.32,0.179551408669,False,300.0,0.0
1279,662233842,Tlx3-Cre_PL56,375.0,120.0,0.02,0.911017040663,True,300.0,0.75
1280,662233874,Tlx3-Cre_PL56,375.0,30.0,0.04,0.735630140748,False,300.0,0.0
1281,662233855,Tlx3-Cre_PL56,375.0,150.0,0.02,0.438003664884,False,300.0,0.75
1282,662232083,Tlx3-Cre_PL56,375.0,0.0,0.08,0.688768387649,True,300.0,0.5
1283,662229975,Tlx3-Cre_PL56,375.0,150.0,0.32,0.639181233052,False,300.0,0.75
1284,662232176,Tlx3-Cre_PL56,375.0,60.0,0.08,0.679674340846,True,300.0,0.25
1285,662229993,Tlx3-Cre_PL56,375.0,0.0,0.02,0.36269064373,False,300.0,0.25
1286,662232120,Tlx3-Cre_PL56,375.0,0.0,0.04,0.809239135768,True,300.0,0.25
1287,662232065,Tlx3-Cre_PL56,375.0,60.0,0.02,0.713777935596,False,300.0,0.25
1293,662232402,Tlx3-Cre_PL56,375.0,150.0,0.02,0.307860201344,False,300.0,0.75
1295,662233560,Tlx3-Cre_PL56,375.0,0.0,0.02,0.547049313666,False,300.0,0.0
1297,662231292,Tlx3-Cre_PL56,375.0,0.0,0.02,0.586745606038,False,300.0,0.75
1299,662234078,Tlx3-Cre_PL56,375.0,120.0,0.04,0.641430999774,False,300.0,0.25
1300,662231252,Tlx3-Cre_PL56,375.0,150.0,0.02,0.629689748506,False,300.0,0.0
